n	pca1	pca2
1142	99.913	0.0869536
1143	99.9247	0.0752912
1144	99.637	0.36301
1145	99.6657	0.334264
1146	99.4506	0.549416
1147	99.156	0.844015
1148	99.5433	0.45669
1149	98.6699	1.33009
1150	98.8761	1.12389
1151	99.1049	0.895086
1152	99.1646	0.835363
1153	99.3379	0.662083
1154	99.6195	0.38054
1155	99.6567	0.343283
1156	99.6347	0.365306
1157	99.252	0.74799
1158	99.3772	0.622829
1159	99.2729	0.727116
1160	99.3755	0.624459
1161	99.8721	0.127885
1162	99.3754	0.624637
1163	99.4195	0.580548
1164	99.9596	0.0404327
1165	99.92	0.0799927
1166	99.8596	0.140409
1167	99.7453	0.254711
1168	99.8022	0.197806
1169	99.8898	0.11023
1170	99.9492	0.0508039
1171	99.5197	0.480328
1172	99.7735	0.226504
1173	99.9031	0.0969182
1174	99.9317	0.0682996
1175	99.8672	0.132838
1176	99.9344	0.0655785
1177	99.9168	0.0831687
1178	99.9442	0.0558476
1179	99.9395	0.0604816
1180	99.9196	0.0803835
1181	99.9189	0.0810732
1182	99.9239	0.0761477
1183	99.7984	0.201636
1184	99.8255	0.174468
1185	99.8237	0.17631
1186	99.8131	0.186886
1187	99.9223	0.0776658
1188	99.8511	0.148938
1189	99.7937	0.206269
1190	99.6743	0.325706
1191	99.8663	0.133702
1192	99.8523	0.147745
1193	99.878	0.122026
1194	99.7526	0.247404
1195	99.9391	0.0609349
1196	99.7932	0.206757
1197	99.3802	0.619808
1198	99.7998	0.200244
1199	99.581	0.41899
1200	99.8038	0.196178
1201	99.6884	0.311567
1202	99.7204	0.279634
1203	99.5509	0.4491
1204	99.6623	0.337702
1205	99.7151	0.284925
1206	99.2511	0.748856
1207	99.786	0.214038
1208	99.7679	0.232051
1209	99.717	0.283031
1210	99.8825	0.117491
1211	99.2876	0.712444
1212	99.5539	0.446117
1213	99.8247	0.175282
1214	99.7868	0.213199
1215	99.7897	0.210329
1216	99.6862	0.31377
1217	99.799	0.200999
1218	99.4782	0.521778
1219	99.885	0.115019
1220	99.8903	0.109728
1221	99.8194	0.18061
1222	99.763	0.236967
1223	99.4215	0.578491
1224	99.7758	0.224158
1225	99.6437	0.356263
1226	98.7607	1.23931
1227	99.5269	0.473051
1228	99.8633	0.136665
1229	99.815	0.18496
1230	99.9428	0.0572259
1231	99.9448	0.0552254
1232	99.9118	0.0882482
1233	99.9405	0.0594679
1234	99.4802	0.519845
1235	99.0184	0.981599
1236	99.5129	0.487122
1237	99.8062	0.193838
1238	99.8979	0.10213
1239	99.8579	0.142058
1240	99.8185	0.181507
1241	99.7754	0.224564
1242	99.6489	0.351148
1243	99.8275	0.172542
1244	99.9126	0.0874126
1245	99.8768	0.123221
1246	99.8471	0.152914
1247	99.9094	0.0906013
1248	99.9518	0.0481728
1249	99.7332	0.266822
1250	99.9115	0.0885192
1251	99.9243	0.0757074
1252	99.8869	0.113126
1253	99.4984	0.501564
1254	99.2854	0.714551
1255	99.3231	0.676932
1256	99.4134	0.586597
1257	98.9133	1.08671
1258	99.3368	0.663172
1259	99.7522	0.247823
1260	99.9188	0.0812159
1261	99.8382	0.161794
1262	99.6758	0.324196
1263	98.9103	1.08967
1264	99.5457	0.454322
1265	99.4571	0.542912
1266	99.4083	0.591714
1267	99.5446	0.455418
1268	99.4647	0.535342
1269	99.6053	0.394699
1270	99.1597	0.840281
1271	98.824	1.17597
1272	98.6298	1.37021
1273	99.3321	0.667896
1274	99.6798	0.320154
1275	99.4773	0.522688
1276	99.4054	0.594578
1277	99.6482	0.351847
1278	99.8791	0.120897
1279	98.7305	1.26952
1280	98.2643	1.73574
1281	99.5475	0.452511
1282	99.8309	0.169096
1283	99.3326	0.66739
1284	99.7517	0.248315
1285	98.9688	1.03119
1286	99.7395	0.260506
1287	99.7748	0.225224
1288	99.8436	0.156423
1289	99.4425	0.557511
1290	99.5944	0.40557
1291	99.2772	0.722797
1292	99.1227	0.877337
1293	99.4015	0.598483
1294	99.8246	0.175394
1295	98.9538	1.04622
1296	99.6752	0.32476
1297	99.282	0.717955
1298	99.1911	0.808887
1299	99.8562	0.143816
1300	99.2627	0.737297
1301	99.5068	0.493199
1302	99.4723	0.527745
1303	99.6602	0.33981
1304	99.4818	0.518161
1305	99.5465	0.453545
1306	99.8763	0.123699
1307	99.8874	0.112584
1308	99.9226	0.0773559
1309	99.845	0.154998
1310	99.9096	0.0903972
1311	99.593	0.406986
1312	99.7991	0.200869
1313	99.7699	0.230148
1314	98.1454	1.85465
1315	99.833	0.166994
1316	99.7885	0.211488
1317	99.9484	0.0516441
1318	99.8763	0.123745
1319	99.5321	0.467903
1320	99.8888	0.111208
1321	99.6911	0.308883
1322	99.8907	0.109266
1323	99.9045	0.0954993
1324	99.7576	0.242412
1325	99.95	0.0499667
1326	99.9059	0.0941056
1327	99.9078	0.0921795
1328	99.9215	0.0785371
1329	99.9126	0.0874087
1330	99.4983	0.501725
1331	99.901	0.0989857
1332	99.9485	0.0515457
1333	99.8879	0.112136
1334	99.6973	0.302708
1335	99.9071	0.092874
1336	99.8809	0.119129
1337	99.8264	0.173574
1338	99.7699	0.230057
1339	99.7672	0.232798
1340	99.8892	0.110845
1341	99.5638	0.43617
1342	99.7245	0.275522
1343	99.6754	0.324579
1344	99.5159	0.484084
1345	99.7685	0.231455
1346	99.7846	0.215422
1347	99.6514	0.34861
1348	99.6234	0.376605
1349	99.136	0.864026
1350	99.7545	0.245541
1351	99.7557	0.244273
1352	99.7583	0.241654
1353	99.9033	0.0967006
1354	99.8989	0.101053
1355	99.8687	0.13129
1356	99.7623	0.237666
1357	99.854	0.146001
1358	99.6328	0.367224
1359	99.4832	0.516757
1360	99.5886	0.411379
1361	99.5383	0.461703
1362	99.4519	0.548117
1363	99.7175	0.282475
1364	99.725	0.275023
1365	99.8926	0.107358
1366	99.9388	0.0612252
1367	99.9248	0.0751666
1368	99.9484	0.0515899
1369	99.9132	0.0868419
1370	99.8954	0.10465
1371	99.7448	0.255211
1372	99.8676	0.132442
1373	99.9405	0.0595328
1374	99.3756	0.624374
1375	99.8658	0.134178
1376	99.8887	0.111285
1377	99.8123	0.187684
1378	98.9962	1.0038
1379	99.8562	0.143757
1380	99.5582	0.44176
1381	99.4398	0.560229
1382	99.8243	0.175724
1383	99.4743	0.525672
1384	99.4873	0.512662
1385	99.5396	0.460431
1386	99.9038	0.0962058
1387	99.7941	0.205864
1388	99.8727	0.127289
1389	99.9388	0.0612162
1390	99.852	0.147962
1391	99.7302	0.269782
1392	99.6595	0.340467
1393	99.6323	0.367723
1394	99.6239	0.376139
1395	99.702	0.298027
1396	99.8736	0.126374
1397	99.85	0.149994
1398	99.8356	0.164387
1399	99.9019	0.0981022
1400	99.8137	0.186315
1401	99.6756	0.324413
1402	99.8048	0.195244
1403	99.2515	0.748473
1404	99.3837	0.616277
1405	99.7834	0.21664
1406	99.5341	0.465899
1407	99.9471	0.052889
1408	99.9648	0.0352274
1409	99.8503	0.149676
1410	99.4886	0.511424
1411	99.5369	0.463137
1412	99.8318	0.168154
1413	99.8682	0.131758
1414	99.8604	0.139634
1415	99.812	0.18804
1416	99.803	0.197033
1417	99.5926	0.407439
1418	99.7883	0.211683
1419	99.6371	0.362875
1420	99.8603	0.139719
1421	99.9522	0.047801
1422	99.8893	0.110658
1423	99.9331	0.0668882
1424	99.934	0.0660236
1425	99.8666	0.133433
1426	99.2163	0.78372
1427	99.4853	0.514742
1428	99.4393	0.560686
1429	99.5709	0.429058
1430	99.3531	0.646872
1431	99.8418	0.158196
1432	99.823	0.177043
1433	99.7576	0.242404
1434	99.8625	0.137549
1435	99.6376	0.362437
1436	99.9213	0.0786809
1437	99.8782	0.121758
1438	99.9436	0.0564359
1439	99.9093	0.0907401
1440	99.9489	0.0510636
1441	99.959	0.0409956
1442	99.9695	0.0304998
1443	99.9554	0.0446168
1444	99.954	0.0459893
1445	99.9415	0.0585249
1446	99.9434	0.0566136
1447	99.9383	0.0617115
1448	99.8349	0.165092
1449	99.9598	0.0402317
1450	99.6275	0.372507
1451	99.9103	0.0896793
1452	99.9015	0.0985465
1453	99.9867	0.0133276
1454	99.9647	0.0353131
1455	99.9327	0.0673257
1456	99.898	0.101951
1457	99.905	0.0949581
1458	99.9229	0.0771428
1459	99.8592	0.140828
1460	99.94	0.0599881
1461	99.7618	0.238153
1462	99.9612	0.0388196
1463	99.5037	0.496312
1464	99.7402	0.259807
1465	99.7046	0.29544
1466	99.7761	0.223936
1467	99.7972	0.202833
1468	99.8247	0.175308
1469	99.7243	0.275721
1470	99.4858	0.514239
1471	99.8454	0.154576
1472	99.0508	0.949201
1473	98.3844	1.61556
1474	99.528	0.472031
1475	98.6383	1.36173
1476	99.4248	0.575203
1477	99.4832	0.516802
1478	99.8988	0.101223
1479	99.408	0.592042
1480	99.9656	0.0343884
1481	99.9555	0.0444752
1482	99.9561	0.0439485
1483	99.9613	0.0386904
1484	99.9463	0.0537238
1485	99.9222	0.0777876
1486	99.8758	0.124212
1487	99.5654	0.434626
1488	99.7895	0.210456
1489	99.7348	0.265159
1490	99.9349	0.0651121
1491	99.9695	0.0304868
1492	99.971	0.0289936
1493	99.8256	0.174388
1494	99.5302	0.469805
1495	99.4824	0.517635
1496	99.6216	0.37836
1497	99.7276	0.272374
1498	99.4582	0.541771
1499	99.8081	0.191866
1500	99.4438	0.556175
1501	99.7202	0.279807
1502	99.7985	0.201496
1503	99.7071	0.292933
1504	99.475	0.525035
1505	99.7144	0.285568
1506	98.5256	1.47444
1507	99.383	0.617043
1508	99.4918	0.508169
1509	99.5396	0.460448
1510	98.3382	1.66176
1511	99.5911	0.408935
1512	99.8136	0.186378
1513	99.6775	0.322458
1514	99.7868	0.213177
1515	99.8342	0.165781
1516	99.5606	0.439408
1517	99.7145	0.285501
1518	99.3586	0.641413
1519	98.6549	1.34512
1520	99.7812	0.218802
1521	99.8148	0.185154
1522	99.1404	0.859616
1523	99.4543	0.545708
1524	99.7667	0.233297
1525	98.6568	1.34315
1526	99.1203	0.879749
1527	99.7022	0.297837
1528	98.8173	1.18268
1529	99.3834	0.616551
1530	99.51	0.489963
1531	99.8155	0.184512
1532	99.5683	0.431653
1533	99.9046	0.0953571
1534	99.6026	0.397395
1535	99.068	0.931985
1536	99.5501	0.449936
1537	99.2886	0.711412
1538	98.3796	1.6204
1539	99.7266	0.273378
1540	99.8995	0.100495
1541	99.9175	0.0824559
1542	99.1834	0.816565
1543	98.7066	1.29338
1544	98.9974	1.00264
1545	98.6937	1.30631
1546	99.485	0.515028
1547	99.6571	0.342875
1548	99.894	0.106003
1549	99.6517	0.348274
1550	99.8047	0.195268
1551	99.8228	0.177242
1552	99.8783	0.12171
1553	99.9374	0.0625765
1554	99.5563	0.443719
1555	99.7762	0.223817
1556	99.5411	0.458914
1557	99.4214	0.578563
1558	99.6839	0.31614
1559	99.7272	0.272788
1560	98.9318	1.06819
1561	99.4553	0.544676
1562	99.6769	0.323148
1563	99.8291	0.17093
1564	99.5013	0.498682
1565	99.8203	0.179662
1566	99.8383	0.161658
1567	99.8667	0.133294
1568	99.8139	0.186127
1569	99.8315	0.168534
1570	99.7248	0.275222
1571	99.841	0.159027
1572	99.8692	0.130833
1573	99.7865	0.21351
1574	99.5624	0.437623
1575	99.7208	0.279165
1576	98.1845	1.81547
1577	99.1137	0.886266
1578	98.6201	1.37986
1579	98.7907	1.20931
1580	98.4219	1.57811
1581	99.3085	0.691487
1582	99.1953	0.804744
1583	99.8322	0.167797
1584	98.5035	1.49648
1585	98.9643	1.03567
1586	99.1871	0.812907
1587	99.2376	0.762406
1588	99.509	0.490988
1589	99.509	0.491018
1590	99.8248	0.175175
1591	99.6704	0.329552
1592	99.6175	0.382489
1593	99.8363	0.163736
1594	99.905	0.0949805
1595	99.6693	0.330701
1596	99.3376	0.662352
1597	99.6731	0.326934
1598	99.6774	0.322602
1599	99.7209	0.279129
1600	99.6009	0.399141
1601	99.7764	0.22362
1602	99.7774	0.222577
1603	99.7311	0.268935
1604	99.3951	0.604921
1605	99.3739	0.626102
1606	99.3855	0.614539
1607	99.8436	0.156446
1608	99.7739	0.226114
1609	99.8602	0.13983
1610	99.6273	0.372653
1611	99.6031	0.396897
1612	99.7022	0.29781
1613	99.9316	0.0683873
1614	99.7688	0.23121
1615	99.7606	0.239421
1616	99.3867	0.613319
1617	99.8543	0.145735
1618	99.5011	0.498886
1619	99.7965	0.203482
1620	99.8843	0.115709
1621	99.8224	0.177581
1622	99.9589	0.0410785
1623	99.9123	0.0876783
1624	99.8368	0.16321
1625	99.8857	0.114338
1626	99.9439	0.0561161
1627	99.9534	0.046626
1628	99.9285	0.0714951
1629	99.9101	0.0898928
1630	99.909	0.0910182
1631	99.8754	0.124622
1632	99.8799	0.12006
1633	99.8621	0.13789
1634	99.8727	0.127338
1635	99.9216	0.0783617
1636	99.9163	0.0836673
1637	99.9209	0.0790834
1638	99.9038	0.0962171
1639	99.8759	0.124103
1640	99.9296	0.0703628
1641	99.9495	0.0504794
1642	99.8997	0.100278
1643	99.8906	0.109401
1644	99.8913	0.108745
1645	99.8939	0.106057
1646	99.7676	0.232381
1647	99.8062	0.193765
1648	99.8035	0.196502
1649	99.9633	0.0367433
1650	99.9245	0.0755411
1651	99.9359	0.0640936
1652	99.9527	0.0473266
1653	99.9473	0.0526764
1654	99.9562	0.0438415
1655	99.9508	0.0491927
1656	99.9455	0.0544661
1657	99.9414	0.0586021
1658	99.9288	0.0712243
1659	99.9034	0.0966386
1660	99.9306	0.0694435
1661	99.9296	0.0704341
1662	99.8299	0.170148
1663	99.887	0.112957
1664	99.8086	0.191434
1665	99.7456	0.254376
1666	99.9373	0.0627458
1667	99.8939	0.106117
1668	99.95	0.05003
1669	99.868	0.131978
1670	99.8906	0.10939
1671	99.8921	0.107888
1672	99.8335	0.166508
1673	99.8857	0.114271
1674	99.9348	0.0651508
1675	99.9428	0.0571895
1676	99.9107	0.0893125
1677	99.9066	0.0934122
1678	99.8915	0.108483
1679	99.9214	0.0786276
1680	99.8598	0.140186
1681	99.7903	0.209732
1682	99.4916	0.508383
1683	99.822	0.177997
1684	99.8346	0.165372
1685	99.9404	0.0596034
1686	99.9422	0.0577942
1687	99.693	0.307044
1688	99.7408	0.259228
1689	99.821	0.179001
1690	99.8846	0.115383
1691	99.8417	0.158282
1692	99.791	0.209013
1693	99.4577	0.542302
1694	99.7884	0.211551
1695	98.846	1.15398
1696	99.7909	0.209137
1697	99.7991	0.200889
1698	99.7269	0.273129
1699	99.7691	0.230944
1700	99.5876	0.4124
1701	99.6237	0.376309
1702	99.9164	0.083606
1703	99.8567	0.143326
1704	99.8387	0.161346
1705	99.961	0.0389982
1706	99.8647	0.135349
1707	99.9591	0.0408976
1708	99.8686	0.131429
1709	99.9523	0.0476668
1710	99.958	0.0419747
1711	99.9494	0.0506434
1712	99.9646	0.0354067
1713	99.9255	0.0744656
1714	99.9301	0.0698939
1715	99.8797	0.120316
1716	99.7311	0.268883
1717	99.901	0.0990197
1718	99.7638	0.236189
1719	99.8648	0.135249
1720	99.9158	0.0842365
1721	99.8537	0.146345
1722	99.8475	0.152476
1723	99.8222	0.177789
1724	99.9027	0.0972787
1725	99.9142	0.0857678
1726	99.8449	0.15506
1727	99.9313	0.0687111
1728	99.8614	0.138564
1729	99.8782	0.12179
1730	99.6742	0.325752
1731	99.9254	0.0746221
1732	99.8997	0.100271
1733	99.89	0.109995
1734	99.7886	0.211439
1735	99.8309	0.169149
1736	99.9038	0.0961527
1737	99.8789	0.121108
1738	99.8569	0.14315
1739	99.8351	0.16492
1740	99.799	0.200985
1741	99.8753	0.124668
1742	99.8903	0.109693
1743	99.9503	0.0497173
1744	99.7398	0.260226
1745	99.7235	0.276491
1746	99.9056	0.0943943
1747	99.5269	0.473138
1748	99.3727	0.627307
1749	99.5036	0.49644
1750	99.8471	0.152933
1751	99.9609	0.0390628
1752	99.9415	0.0585025
1753	99.6589	0.341087
1754	99.4728	0.527233
1755	99.5963	0.403672
1756	99.875	0.124972
1757	99.8975	0.102519
1758	99.8158	0.184249
1759	99.5168	0.483232
1760	99.8831	0.116881
1761	99.9075	0.0924557
1762	99.9091	0.090872
1763	99.872	0.127958
1764	99.9268	0.0732287
1765	99.9295	0.0704765
1766	99.9444	0.0555832
1767	99.9338	0.0662415
1768	99.9488	0.0511737
1769	99.9203	0.0796697
1770	99.9441	0.0559274
1771	99.9308	0.0692469
1772	99.8952	0.104829
1773	99.8959	0.104119
1774	99.9725	0.0274764
1775	99.9497	0.050303
1776	99.9221	0.0778761
1777	99.947	0.0530282
1778	99.9522	0.0477847
1779	99.9264	0.0735974
1780	99.9477	0.0523081
1781	99.9341	0.0658582
1782	99.9164	0.0836118
1783	99.8593	0.140714
1784	99.5449	0.455112
1785	99.5404	0.459616
1786	99.7789	0.221079
1787	99.4037	0.596286
1788	99.9091	0.0909011
1789	99.8647	0.135288
1790	99.4003	0.599746
1791	99.2147	0.785307
1792	99.8105	0.189523
1793	99.6465	0.353495
1794	99.6915	0.308523
1795	99.516	0.483974
1796	99.7866	0.213433
1797	99.7791	0.220935
1798	99.7444	0.255569
1799	99.8029	0.197128
1800	99.7137	0.286333
1801	99.6123	0.387734
1802	99.7055	0.294474
1803	99.8614	0.138637
1804	99.8161	0.183924
1805	99.9375	0.0624508
1806	99.848	0.151967
1807	99.9054	0.0945811
1808	99.8958	0.104197
1809	99.9386	0.0613947
1810	99.9483	0.0516837
1811	99.9109	0.089079
1812	99.9408	0.059238
1813	99.829	0.170983
1814	99.0475	0.952459
1815	99.4641	0.535895
1816	99.8966	0.103409
1817	99.7962	0.203798
1818	99.9084	0.0916477
1819	99.8966	0.103431
1820	99.8819	0.118071
1821	99.8817	0.118262
1822	99.8874	0.112625
1823	99.9171	0.0828827
1824	99.8608	0.139173
1825	99.925	0.0749628
1826	99.8944	0.105611
1827	99.8994	0.100573
1828	99.8284	0.171557
1829	99.1058	0.89422
1830	99.3982	0.601807
1831	99.8246	0.175427
1832	99.9245	0.0755476
1833	99.4466	0.553437
1834	99.8757	0.124314
1835	99.8908	0.109182
1836	99.56	0.440022
1837	99.8069	0.193105
1838	99.7765	0.223496
1839	99.7896	0.210393
1840	99.9167	0.0833476
1841	99.5623	0.4377
1842	99.8848	0.115185
1843	99.8168	0.183165
1844	99.9614	0.0385653
1845	99.9254	0.0746497
1846	99.8233	0.176699
1847	99.8564	0.143607
1848	99.9307	0.069259
1849	99.8979	0.102053
1850	99.9181	0.0818808
1851	99.9143	0.085723
1852	99.797	0.203008
1853	99.9216	0.078382
1854	99.8943	0.105686
1855	99.3934	0.606623
1856	99.7787	0.221297
1857	99.8999	0.100124
1858	99.9185	0.0815151
1859	99.8135	0.186486
1860	99.7035	0.296527
1861	99.8417	0.158267
1862	99.7327	0.267253
1863	99.825	0.174998
1864	99.7428	0.257161
1865	99.6804	0.319644
1866	99.8636	0.13637
1867	99.6586	0.341381
1868	99.5844	0.415592
1869	99.1049	0.895056
1870	99.4074	0.592572
1871	98.3789	1.62114
1872	99.8097	0.19033
1873	99.8337	0.16631
1874	99.9523	0.0477054
1875	99.9314	0.0685523
1876	99.3722	0.627842
1877	99.0942	0.905769
1878	99.8802	0.119828
1879	99.5785	0.421493
1880	99.3793	0.620696
1881	99.695	0.305022
1882	99.9196	0.080368
1883	98.845	1.15498
1884	99.8454	0.154626
1885	99.5578	0.442154
1886	99.3528	0.647243
1887	99.7089	0.291119
1888	99.5105	0.48949
1889	99.5375	0.462522
1890	99.8531	0.146946
1891	99.8285	0.171468
1892	99.9104	0.0896249
1893	99.9333	0.066709
1894	99.7995	0.20055
1895	99.8881	0.111924
1896	99.9215	0.0785173
1897	99.8045	0.195511
1898	99.877	0.122988
1899	99.8517	0.148325
1900	99.704	0.296035
1901	99.3322	0.667827
1902	99.3754	0.62459
1903	98.8652	1.13478
1904	98.9119	1.08813
1905	99.8999	0.100051
1906	99.4889	0.511115
1907	99.6637	0.336315
1908	99.861	0.138996
1909	98.5626	1.43743
1910	99.2975	0.702474
1911	98.9654	1.03456
1912	98.9541	1.04586
1913	99.5905	0.40955
1914	99.4107	0.589264
1915	98.984	1.01599
1916	99.5242	0.475759
1917	98.9973	1.00269
1918	99.0446	0.955406
1919	99.3119	0.688119
1920	99.5564	0.443566
1921	99.5527	0.447323
1922	99.8549	0.145077
1923	98.879	1.12099
1924	99.9451	0.0549163
1925	99.6452	0.35481
1926	99.5005	0.499467
1927	97.9699	2.03007
1928	99.7346	0.265356
1929	99.928	0.0720164
1930	99.6654	0.33463
1931	99.7552	0.244783
1932	99.9139	0.0861333
1933	99.9149	0.0850627
1934	99.5617	0.438312
1935	99.8671	0.13288
1936	99.6053	0.394723
1937	99.6404	0.359623
1938	99.6647	0.335258
1939	99.8357	0.164339
1940	99.6949	0.305103
1941	99.828	0.171956
1942	99.6829	0.317132
1943	99.9277	0.0723489
1944	99.8813	0.118692
1945	99.9374	0.0626386
1946	99.8781	0.121891
1947	99.9532	0.0468452
1948	99.9421	0.0579058
1949	99.4666	0.533413
1950	99.2698	0.730232
1951	98.8481	1.15195
1952	99.5169	0.483104
1953	99.598	0.402013
1954	99.6795	0.320548
1955	99.7258	0.274181
1956	99.7727	0.22731
1957	99.866	0.134037
1958	99.9246	0.0754347
1959	99.8221	0.177907
1960	99.9107	0.0892816
1961	99.8967	0.103266
1962	99.1409	0.859081
1963	99.9005	0.099491
1964	99.9191	0.0808622
1965	99.9466	0.0534476
1966	99.9531	0.0468628
1967	99.9517	0.0482893
1968	99.7758	0.224234
1969	99.7729	0.227148
1970	99.0188	0.981235
1971	99.9146	0.085395
1972	99.9074	0.0926007
1973	99.4723	0.527748
1974	99.8023	0.197689
1975	99.874	0.125961
1976	99.9363	0.0636502
1977	99.8798	0.120205
1978	99.9483	0.0516586
1979	99.7623	0.237657
1980	99.9342	0.0657557
1981	99.9149	0.0851017
1982	99.9054	0.0945589
1983	99.8242	0.175758
1984	99.7362	0.263834
1985	99.8626	0.137449
1986	99.8514	0.148605
1987	99.841	0.15901
1988	99.9211	0.0789271
1989	99.3993	0.600686
1990	99.77	0.23004
1991	99.7037	0.296273
1992	99.9161	0.0838586
1993	99.9053	0.0947076
1994	99.3405	0.65953
1995	99.924	0.0760434
1996	99.7894	0.210562
1997	99.718	0.281959
1998	99.298	0.702041
1999	99.2088	0.791246
2000	99.876	0.123982
2001	99.7269	0.273131
2002	99.7796	0.220367
2003	99.869	0.130999
2004	99.9249	0.0751484
2005	99.9034	0.0965629
2006	99.7779	0.222116
2007	99.7901	0.209862
2008	99.7153	0.284747
2009	99.813	0.186991
2010	99.9178	0.0822223
2011	99.7804	0.219601
2012	99.0444	0.955618
2013	99.9398	0.0601747
2014	99.7996	0.200443
2015	99.3935	0.606538
2016	99.4017	0.59827
2017	98.4661	1.53389
2018	99.5177	0.482305
2019	98.8744	1.12562
2020	99.755	0.244987
2021	98.5625	1.43753
2022	99.897	0.103003
2023	99.8745	0.125478
2024	99.814	0.186034
2025	99.6534	0.346599
2026	99.9175	0.0825431
2027	98.9451	1.05488
2028	99.908	0.0919716
2029	99.4507	0.549275
2030	99.2109	0.789079
2031	99.5744	0.425551
2032	99.636	0.363966
2033	99.9055	0.0945345
2034	99.186	0.814012
2035	98.494	1.50597
2036	99.9469	0.0531238
2037	99.8094	0.190582
2038	99.8863	0.113733
2039	99.767	0.23305
2040	99.9059	0.0940602
2041	99.8704	0.129614
2042	99.8234	0.17658
2043	99.9138	0.0861653
2044	99.7248	0.275234
2045	99.8935	0.106483
2046	99.846	0.154036
2047	99.8787	0.121251
2048	99.6116	0.388374
2049	99.879	0.121016
2050	99.7459	0.254076
2051	99.9267	0.0732996
2052	99.7376	0.262421
2053	99.8882	0.111832
2054	99.7605	0.239492
2055	99.8665	0.13348
2056	99.9126	0.087362
2057	99.9065	0.0935492
2058	99.8388	0.161176
2059	99.9403	0.0597225
2060	99.1765	0.823481
2061	99.7919	0.208097
2062	99.6408	0.359245
2063	99.2868	0.713225
2064	98.915	1.08505
2065	98.71	1.28997
2066	99.7882	0.211778
2067	99.883	0.117021
2068	99.7057	0.294338
2069	99.8986	0.10141
2070	99.9366	0.0633679
2071	99.8276	0.172368
2072	99.9278	0.0721731
2073	99.9193	0.0807002
2074	99.623	0.376976
2075	99.1339	0.866057
2076	98.7069	1.29309
2077	99.8097	0.190275
2078	99.8559	0.144054
2079	99.862	0.138017
2080	99.751	0.249036
2081	99.9017	0.0983292
2082	99.552	0.448005
2083	99.7311	0.268884
2084	99.9287	0.0713119
2085	99.6386	0.361373
2086	99.7829	0.217057
2087	99.7809	0.219139
2088	99.7919	0.208083
2089	99.5504	0.449597
2090	98.9189	1.0811
2091	98.0414	1.9586
2092	99.5025	0.497486
2093	99.9513	0.0487008
2094	99.826	0.173956
2095	99.5113	0.488698
2096	99.6166	0.38343
2097	99.7673	0.232655
2098	99.4353	0.564741
2099	98.2944	1.70556
2100	98.7777	1.2223
2101	99.9107	0.0892658
2102	99.9242	0.075823
2103	99.8965	0.103492
2104	99.9253	0.074746
2105	99.8388	0.161181
